Name,Category,Cuisine,lat,lng
Medan Selera The Nest @ IMBI,food_court,N/A,3.1438028,101.7134365
Soo Kee's Son prawn & beef noodle,restaurant,N/A,3.1442813,101.7142292
Plan B,cafe,N/A,3.1452470,101.7155933
McDonald's,fast_food,burger,3.1505717,101.7092427
Suzie Wong - Dinner and Show,restaurant,N/A,3.1506535,101.7092683
Pop Meals @ Wisma Lim Foo Yong,restaurant,N/A,3.1505949,101.7091901
BLACK Market (Changkat),restaurant,pizza;chinese,3.1496413,101.7090873
Tealive,cafe,tea;coffee_shop,3.1469975,101.6960343
Flow Coffee @ The Exchange 106,cafe,N/A,3.1414999,101.7187438
Unnamed,restaurant,N/A,3.1051761,101.7314920
Hakata Izakaya,restaurant,N/A,3.0904154,101.7399931
Kyochon,restaurant,N/A,3.0908313,101.7398842
Restoran Steamboat Le Tien,restaurant,N/A,3.0922649,101.7406197
Klang J.X. Bak Kut Teh,restaurant,N/A,3.0913257,101.7397081
Food City,food_court,N/A,3.1260450,101.7274970
Kedai Mamak Husin,restaurant,N/A,3.1445458,101.7042557
Yellow Brick Road,restaurant,N/A,3.1516736,101.6655428
Baan Rao,restaurant,N/A,3.0759183,101.7454658
Rafeena Curry House,restaurant,N/A,3.0779532,101.7446659
Starbucks,cafe,coffee_shop,3.1495300,101.5800428
Starbucks,cafe,coffee_shop,3.1493600,101.5785920
Subway,fast_food,sandwich,3.1496355,101.5788496
Chatime,cafe,bubble_tea,3.1495547,101.5788532
Unnamed,restaurant,N/A,3.1491060,101.6614540
Nourish,restaurant,N/A,3.1518536,101.6654616
Kusa,restaurant,japanese,3.1488909,101.7077115
Mee Tarik Jalan Sultan,restaurant,chinese,3.1428928,101.6985779
Restoran Saji Kota,restaurant,N/A,3.0607231,101.7719454
Krabi Thai Tomyam Seafood,restaurant,N/A,3.0500055,101.7722800
Kedai Kopi Heng Long,restaurant,N/A,3.0499838,101.7706933
Wan Shoon,restaurant,N/A,3.1345561,101.6273120
The Fish Hotspot,restaurant,N/A,3.1345957,101.6265978
SS20 Fish Head Noodle,restaurant,N/A,3.1355412,101.6290394
Dayone Dayone Noodles Pavilion KL,restaurant,N/A,3.1485366,101.7133270
Sam Steam Fish Head,restaurant,N/A,3.0404935,101.7718777
Yan Izakaya,restaurant,N/A,3.0428772,101.7731530
Restoran Sin Hiap Seng 9,restaurant,N/A,3.0423923,101.7717807
Sri Viyna Bhavan,restaurant,N/A,3.0423371,101.7727262
Niko Neko Matcha 2.0 (Chinatown),cafe,N/A,3.1428009,101.6964143
Flaon,cafe,N/A,3.1436231,101.6966836
Experiment Kitchen,restaurant,N/A,3.0408536,101.7717151
Unnamed,restaurant,N/A,3.0456935,101.7725533
IKEA Café,cafe,coffee_shop,3.1350774,101.7215486
Sri Madeena Restaurant,restaurant,N/A,3.0283477,101.7706905
Mixue,cafe,ice_cream;bubble_tea,3.1456147,101.6958690
Contango,restaurant,N/A,3.1384648,101.6919219
Unnamed,restaurant,N/A,3.0002044,101.7848054
Sala,cafe,N/A,3.1422567,101.7108923
Minf Houze Vegan Cafe,restaurant,asian;western,3.1506291,101.7120799
Horizon Grill,restaurant,western,3.1504608,101.7138666
Loong Kee,restaurant,N/A,3.1462613,101.7096790
Yun Xiang Mee Tarik,restaurant,N/A,3.1450092,101.6986786
Chinatown Cendol,restaurant,N/A,3.1425897,101.6981993
Restoran Basmoti,restaurant,N/A,3.1414880,101.7094816
Reto Cafe,restaurant,N/A,3.1466369,101.7107397
Dancing Fish,restaurant,indonesian;malaysian,3.1433997,101.6674265
Restoran Ikhwan,restaurant,N/A,3.1413916,101.7095573
Lala Lok Lok,restaurant,N/A,3.1430165,101.6987413
Grand Sky Restaurant,restaurant,N/A,3.1460098,101.7087743
Restoran Sai Woo,restaurant,chinese,3.1457083,101.7089493
ZUS Coffee,cafe,coffee_shop,3.1448903,101.6958329
Dayang Ros Cafe & Flower Boutique,cafe,N/A,3.1449142,101.6965181
Restoran Charis,restaurant,N/A,3.1465809,101.6976636
Ramen Kumo Floor 4,restaurant,N/A,3.1462476,101.7118118
Luck Bros Kopi,restaurant,N/A,3.1413755,101.6974117
Kusa Japanese Vegan,restaurant,japanese,3.1489581,101.7075786
LaGula By The Hungry Tapir,cafe,N/A,3.1410523,101.6979269
Q Bistro Mamak Signature,restaurant,indian,3.1490298,101.7118923
Happy Lemon,cafe,bubble_tea,3.1453977,101.7119652
bibimmix,restaurant,korean,3.1454814,101.7118937
Soybean Factory,cafe,N/A,3.1455524,101.7118517
Jipinhe,fast_food,chinese,3.1456140,101.7118312
Kuafood Fried Chuan,fast_food,chinese,3.1456670,101.7118134
Nasi Kukus Tongkek,restaurant,malaysian,3.1460556,101.7116617
Sushi Skewer,fast_food,japanese,3.1467468,101.7116050
Wagyukushi,fast_food,japanese,3.1467433,101.7116031
Sweet Potato Factory,fast_food,japanese,3.1467445,101.7116109
Optimist Coffee,cafe,N/A,3.1468077,101.7119582
Rollney,fast_food,sandwich,3.1471433,101.7119463
Kedai Makan Kasih Ibu Dewi Enterprise,restaurant,indonesian,3.1476831,101.7118638
Ikan Bakar Kak Mia,restaurant,malaysian,3.1475855,101.7117293
33 Foodcourt,food_court,N/A,3.1478023,101.7118076
SS Spicy Food,restaurant,N/A,3.1389550,101.6979968
Transparent Coffee,cafe,N/A,3.1386170,101.6973266
Three Years Old Cafe,cafe,N/A,3.1434687,101.7050385
PaPa Kanafa,cafe,N/A,3.1475039,101.7108825
Boost,cafe,N/A,3.1487700,101.7128307
Dunkin',fast_food,donut;coffee_shop,3.1303496,101.6419304
Starbucks,cafe,coffee_shop,3.1564514,101.6117367
Foodland IPC,food_court,N/A,3.1568380,101.6126108
meatgrocer.com,restaurant,N/A,3.1235355,101.7274211
Domino's,fast_food,pizza,3.1451380,101.6986716
Moo-Ka-Ta Krua Thai Restaurant Kota Damansara,restaurant,thai,3.1522629,101.5916899
Famu Famu,restaurant,N/A,3.1525830,101.5916860
Zui Zui Xiang,restaurant,chinese,3.1526685,101.5916915
The Brew House,restaurant,N/A,3.1527211,101.5916966
Casadesa,restaurant,chinese,3.1524336,101.5919148
Hainan Fusion,restaurant,N/A,3.1526179,101.5916915
Baan Thai Seafood Restaurant,restaurant,thai,3.1209312,101.7294374
Isan Thai Restaurant,restaurant,thai,3.1207072,101.7295907
Restoran Suiyi,restaurant,N/A,3.1480756,101.7103400
AoOo Melbourne CAFE,restaurant,N/A,3.1434623,101.6968401
Omega Pork Noodles,restaurant,chinese,3.1526206,101.5947726
Hakka Rang Restaurant,restaurant,chinese,3.1526502,101.5941261
Restoran Yuen Feng,restaurant,N/A,3.1526405,101.5943679
Unnamed,restaurant,N/A,3.1456050,101.7146935
Unnamed,restaurant,N/A,3.1452440,101.7129179
QCup Coffee Roasters,cafe,N/A,3.1441715,101.7129185
Chuai Heng Banquet Hall,restaurant,chinese,3.1455413,101.7179066
Din Sun Kopitiam,cafe,N/A,3.1431636,101.6964682
Makamakan,restaurant,N/A,3.1430564,101.6964513
Nasi Ayam Hainan Chee Meng,restaurant,N/A,3.1452981,101.7091703
Toast Box,cafe,breakfast,3.1483315,101.7031667
Pokok Sunway Velocity,restaurant,N/A,3.1267717,101.7254765
Stesen Nasi Kerabu,restaurant,N/A,3.1534260,101.5796954
Nasi Ayam Mewangi Azeem,restaurant,N/A,3.1531168,101.5790499
Light Capture Cafe,cafe,N/A,3.1498820,101.7131612
Mano,restaurant,mexican;latin_american,3.1508644,101.6643969
Kazu,restaurant,sushi,3.1518639,101.6644711
Pizza Mansion,fast_food,pizza,3.1511087,101.6644399
Monster A Garden Cafe,cafe,N/A,3.1434479,101.6985506
Dodoo Kitchen,restaurant,N/A,3.1432405,101.6966610
MyBolehBoleh,cafe,N/A,3.1424558,101.6982093
Restoran Pik Wah,restaurant,N/A,3.1415614,101.6980604
Burger King,fast_food,burger,3.1338253,101.6864476
Starbucks Reserve,cafe,coffee_shop,3.1431954,101.7167419
Starbucks,cafe,coffee_shop,3.1418323,101.7189647
Shake Shack,fast_food,burger,3.1427073,101.7172635
Mixue,cafe,ice_cream;bubble_tea,3.1420660,101.7100104
KFC,fast_food,chicken,3.1420990,101.7187644
Nando's,restaurant,chicken;portuguese,3.1429299,101.7183443
Gong Cha,cafe,bubble_tea,3.1416955,101.7176202
Tealive,cafe,tea;coffee_shop,3.1415589,101.7177014
% Arabica,cafe,coffee_shop,3.1428685,101.7181820
ZUS Coffee,cafe,coffee_shop,3.1434075,101.7175687
O'Briens,cafe,sandwich,3.1420262,101.7189207
Kaffe 16,cafe,N/A,3.1416978,101.6971740
McDonald's,fast_food,burger,3.1273910,101.7246884
Jollibee,fast_food,burger,3.1273041,101.7248814
Food Exchange Food Court,food_court,N/A,3.1434312,101.7178403
Kunafa Finger's,restaurant,N/A,3.1475740,101.7111994
La Mian Mee Tarik,restaurant,N/A,3.1461570,101.7007497
ZUS Coffee,cafe,coffee_shop,3.0765491,101.7421697
Mr Duck Teowchew Braised,restaurant,N/A,3.0946086,101.7397603
Nam Chau Kopitiam,restaurant,N/A,3.0947885,101.7396975
Sik Thong Ba,restaurant,N/A,3.0948490,101.7396805
FuBoLe Hotpot,restaurant,N/A,3.0952737,101.7395473
Kopitiam LCL 99,restaurant,N/A,3.1459272,101.7017711
Sushi Mentai,restaurant,sushi,3.0895066,101.7422645
ZUS Coffee,cafe,coffee_shop,3.0907044,101.7422374
Jollibee,fast_food,N/A,3.1445488,101.7099736
U-Village,restaurant,N/A,3.1445075,101.7103837
Tong Yik Dessert,cafe,dessert,3.0765906,101.7423154
Beans.Factory,cafe,dessert,3.0765090,101.7420285
Mee Tarik Tarik,restaurant,chinese;asian,3.1521579,101.5947871
Kampung Attap Corner,restaurant,N/A,3.1386461,101.6969564
E-Kandar,restaurant,N/A,3.1500872,101.5943314
Mixue,cafe,ice_cream;bubble_tea,2.9862562,101.7910510
Chagee,cafe,bubble_tea,2.9866029,101.7911064
Coffe To Go,cafe,N/A,2.9833747,101.7902722
Salad Atelier,restaurant,salad,3.1417289,101.7189901
Farm To Plate,restaurant,N/A,3.1363356,101.6289689
Hansang Korean Restaurant,restaurant,N/A,3.1478416,101.6177559
Restoran Aman Bistro,restaurant,mamak,3.0770341,101.7425657
99 Mekong,restaurant,lao,3.0768652,101.7418988
On Fire Restaurant,restaurant,N/A,3.0772510,101.7425024
Malaya Hainan Kafeidian,restaurant,N/A,3.0773856,101.7417469
Sunbather Coffee,cafe,N/A,3.1419831,101.6971865
Restoran Chao Zhou,restaurant,N/A,3.1458576,101.7091508
Boleh Seafood Pot,restaurant,N/A,3.1460625,101.7094435
Alor Hawker Fried,restaurant,N/A,3.1459795,101.7092997
Sang Kee Restaurant,restaurant,noodle,3.1465807,101.6970818
Gerai Makanan Sai Kee,restaurant,chinese,3.1437778,101.6981836
Durian Power,restaurant,N/A,3.1454439,101.7075388
Shhhbuuuleee,restaurant,N/A,3.1449130,101.6984796
Oloiya,fast_food,N/A,3.1445155,101.6983573
Koong Woh Tong,fast_food,tea,3.1425994,101.6977245
Bingxue,cafe,ice_cream;bubble_tea,3.1451387,101.6973655
Holland's Fries,cafe,Fries,3.1460957,101.7111043
Al-Sultan,restaurant,N/A,3.1462864,101.7112398
99 Heaven Juice,cafe,juice,3.1462160,101.7111010
Cheese Potato,restaurant,N/A,3.1461157,101.7111024
Kunafa Crisp,fast_food,N/A,3.1474252,101.7112178
Restoran Paradise,restaurant,N/A,3.1451228,101.7089748
Lanzhou Mee Tarik,restaurant,N/A,3.1480804,101.7112070
Habibi Juice,cafe,juice,3.1474740,101.7108879
Shawarma,restaurant,N/A,3.1466093,101.7107757
Mixue,cafe,ice_cream;bubble_tea,3.1462205,101.7104190
Mixue,cafe,ice_cream;bubble_tea,3.1451054,101.7114452
Pizza Hut,restaurant,pizza,3.1495879,101.7129674
Mixue,cafe,ice_cream;bubble_tea,3.1473234,101.6179876
Nando's,restaurant,chicken;portuguese,3.1495256,101.7126899
Burger King,fast_food,burger,3.1495713,101.7128829
KFC,fast_food,chicken,3.1494967,101.7125625
The Chicken Rice Shop,fast_food,malaysian;chicken_rice,3.1495454,101.7127806
Wong Mee Coffee Stall,cafe,coffee_shop,3.1440589,101.6961638
Wan Tan Mee Food Stall,fast_food,chinese,3.1441610,101.6981136
Hameediyah Multi Concept,restaurant,N/A,3.1472806,101.7117189
Tealive,cafe,tea;coffee_shop,3.1430028,101.6952968
ZUS Coffee,cafe,coffee_shop,3.1477950,101.7183404
McDonald's,fast_food,burger,3.1473957,101.7177356
Pucks Coffee,cafe,N/A,3.1436365,101.6969443
Kantata,cafe,N/A,3.1381477,101.6971818
Tommy Le Baker,cafe,N/A,3.1379588,101.6971956
Mixue,cafe,ice_cream;bubble_tea,3.1272711,101.7248073
Pop's Pizza,fast_food,pizza,49.0610447,-81.0264925
Grand-ma Express,fast_food,chicken,49.0610420,-81.0264600
Yellow Bars,restaurant,american;breakfast;cocktails;coffee_shop;local,49.0602649,-81.0237208
Illy,cafe,breakfast;coffee_shop;seafood,3.1499566,101.7124902
Sri Ganesa,restaurant,N/A,3.1431856,101.6966421
Nasi Kandar Safreen,restaurant,indian;malaysian,3.1453098,101.7181210
Haikahlang,restaurant,chinese,3.1448843,101.7172192
Mixue,cafe,ice_cream;bubble_tea,3.1337987,101.6872469
Opeum Bistro Kuala Lumpur,restaurant,international,3.1448932,101.7181935
Pin Yuen Noodle House,restaurant,noodle,3.0771371,101.7418229
Tealive,cafe,tea;coffee_shop,3.1469882,101.7117266
Dunkin',fast_food,donut;coffee_shop,3.1464950,101.7112082
Kveh Cik Noor,restaurant,N/A,3.1462233,101.7097430
Yew Yew Coffee,cafe,N/A,3.1434496,101.6987360
Zayn Alsham,fast_food,N/A,3.1463115,101.7111027
Loaded Kumpir,fast_food,N/A,3.1462755,101.7110308
Lapaq King,fast_food,N/A,3.1462557,101.7110033
The Ship,restaurant,N/A,3.1462898,101.7105052
Restoran Cheras Kopitiam,restaurant,chinese,3.1206387,101.7286915
Me’nate,restaurant,steak_house,3.1574788,101.6113929
Dolly Dim Sum,restaurant,N/A,3.1576865,101.6113295
Starbucks,cafe,coffee_shop,3.1577391,101.6114324
Concubine KL,restaurant,chinese;malaysian,3.1417131,101.6975608
Ní Kizoku,restaurant,japanese,3.1430666,101.6987828
Eden Coffee Rooftop,cafe,N/A,3.1465147,101.7116616
Master Lee Hot Pot,restaurant,chinese;hot_pot,3.0766780,101.7426017
Kakedo Dodo Food Court,food_court,N/A,3.0774323,101.7418428
erni&tina,cafe,N/A,3.0760531,101.7429040
Vegelab,cafe,N/A,3.0760625,101.7430970
Ayam Getok Mantul,restaurant,chicken,3.0760737,101.7432334
Kuali Bonda,restaurant,N/A,3.0785037,101.7423887
GotTo Eat,restaurant,N/A,3.0784881,101.7422984
Restoran PB Mamak Bistro,restaurant,N/A,3.0784586,101.7421240
Restoran Sri Tanjung,restaurant,N/A,3.0784198,101.7419466
Thai Girl Mookata,restaurant,N/A,3.0785338,101.7424694
Antonio’s Trattoria Calabria,restaurant,N/A,3.1363729,101.6309099
Turkish Cafe Istanbul,restaurant,N/A,3.1322631,101.6296984
SCG Discovery,restaurant,N/A,3.1436028,101.7088921
Unnamed,cafe,N/A,3.1433095,101.7108621
The Coffee Bean & Tea Leaf,cafe,coffee_shop,3.1330634,101.6873885
Opera Cafe & Lounge,restaurant,international,3.1476853,101.7137518
Vivo Pizza,restaurant,pizza,3.1423906,101.7107033
Restoran Kam Lun Tai,restaurant,N/A,3.1508594,101.5910929
Padang Kota Corner,restaurant,N/A,3.1481676,101.5740051
Mee Tarik Sedap Lan Zhou,restaurant,N/A,3.0770873,101.7422222
Lingtang 138 Claypot Coffee,cafe,N/A,3.0770641,101.7421176
Restoran Happy Town,restaurant,N/A,3.0768598,101.7419712
Neu Xinmin Vegetarian Restaurant,restaurant,chinese,3.1325762,101.6883898
Bombay Talkies,restaurant,indian,3.1330428,101.6879960
Pizza Hut,restaurant,pizza,3.0731475,101.7628653
Starbucks,cafe,coffee_shop,3.0730529,101.7628750
ZUS Coffee,cafe,coffee_shop,3.0729221,101.7630381
Pu Xian Wei Restaurant,restaurant,chinese,3.1326652,101.6884843
Celebrity Cafe & Bistro,cafe,N/A,3.0786461,101.7450227
Five Thousand Years,restaurant,N/A,3.1012951,101.7358483
黥 KOBU by Wagyu Tavern,restaurant,japanese,3.1442488,101.7186249
Wagaya KL Japanese Cuisine,restaurant,japanese,3.1450500,101.7197595
Saigon Viet Cuisine,restaurant,vietnamese,3.1457939,101.7186981
US Pizza,fast_food,pizza,3.0491728,101.7715046
Visalatchi’s Banana Leaf,restaurant,N/A,3.1354443,101.6918781
Jiu Yi Cha Ji 九億茶記 Sunway Giza (Kota Damansara),restaurant,asian;chinese,3.1508788,101.5918479
煲你喜欢 Claypot Sifu Restaurant,restaurant,chinese,3.1430864,101.7154433
New Ocean,restaurant,chinese,3.1426801,101.7154394
Yu Yi Bak Kut Teh,restaurant,chinese,3.1427938,101.7154397
OK Kari Kepala Ikan,restaurant,malaysian,3.1428966,101.7154404
Onn Kee Claypot Seafood Porridge,restaurant,chinese;porridge,3.1429952,101.7154407
火凤凰 Fire Phoenix,restaurant,noodle,3.1431969,101.7154341
Wang Hing Imbi Seafood,restaurant,chinese,3.1428882,101.7148571
Nasi Kandar Imbii,restaurant,N/A,3.1435458,101.7154418
Al Rawsha,restaurant,middle_eastern,3.1388449,101.7219008
Mansion 9,restaurant,chinese,3.1384744,101.7230283
Golden Dragonboa,restaurant,chinese,3.1388721,101.7224236
Espresso Impresso - Sunway Nexis,cafe,coffee_shop;malaysian,3.1498721,101.5948647
Su Xiang Ji,cafe,N/A,3.1424536,101.6972895
Barra,restaurant,N/A,3.1408071,101.6981028
The Hideout @ Petaling,restaurant,N/A,3.1409070,101.6980920
Sri Idaman Corner,restaurant,N/A,3.1433076,101.6958215
Cakchibo House,restaurant,N/A,3.1445860,101.7205188
ZUS Coffee,cafe,coffee_shop,3.1451633,101.7206019
Q Bistro,restaurant,N/A,3.1521061,101.5923044
XHF Mala Tang,restaurant,N/A,2.9861959,101.7910517
SM Burger & Cafe,fast_food,N/A,2.9838596,101.7907869
Seven Cafe,restaurant,N/A,3.1438007,101.7211379
Chagee,cafe,bubble_tea,3.1426784,101.6971151
Ploy,restaurant,asian,3.1525547,101.6666279
"Toong Kwoon Chye ""Mee""",restaurant,chinese,3.1439651,101.7079491
Starbucks,cafe,coffee_shop,3.1455596,101.6629585
Qasioo Kitchen,restaurant,rice;indonesian,3.1356147,101.6883363
Gurney's Flavour,restaurant,N/A,3.1357288,101.6880660
La Rica,restaurant,N/A,3.1357844,101.6880967
Salad Atelier,restaurant,salad,3.1356640,101.6882203
Golden Siam,restaurant,thai,3.1388925,101.7223206
Uwan Salai,restaurant,malaysian,3.1354350,101.7250417
Shawarma Street,restaurant,N/A,3.1478492,101.7108086
Unnamed,restaurant,N/A,3.0779818,101.7446425
Q Bistro Mamak Signature,restaurant,N/A,3.1475088,101.7193410
Dua Darjat,cafe,coffee_shop,3.1463795,101.6953554
Taste Of Medan,restaurant,N/A,3.1464307,101.6953481
Pak Jen,restaurant,N/A,3.1465000,101.6953330
Ayamas,restaurant,malaysian,2.9930966,101.7847883
Blob,cafe,bubble_tea,3.1464462,101.6957621
Miyakori Coffee,cafe,N/A,3.1434843,101.7047948
Al Baik,restaurant,N/A,3.1456233,101.6984123
Zada Cafe,cafe,N/A,3.1441135,101.6955674
Thaba Express,restaurant,N/A,3.1465506,101.7013785
Transit Cafe,cafe,N/A,3.1459986,101.7014778
Treasure Island,restaurant,N/A,3.1456362,101.7029727
Loke Yuen Vegetarian,restaurant,chinese,3.1449142,101.7087565
ASLI Shawarma BBQ,fast_food,arab,3.1475485,101.7108883
Thong Kee Plus @ TSLAW Tower,restaurant,malaysian,3.1443284,101.7198602
Chagee,cafe,bubble_tea,3.0729973,101.7630952
Pauline's,fast_food,N/A,3.0730884,101.7629557
Mixue,cafe,ice_cream;bubble_tea,3.0728456,101.7633205
Lai Fong Lala Noodles,restaurant,N/A,3.1445988,101.6987064
Yang's Braised Chicken,fast_food,chinese,3.1446529,101.7095810
Bottega KL,restaurant,italian,3.1483741,101.7061707
The Cheesy Twist,restaurant,N/A,3.1446568,101.7042753
de’ Kasthamandap,restaurant,nepalese,3.1479473,101.7072748
Boraa Bora Kitchen & Bar,restaurant,N/A,3.1477328,101.7077711
Paan,restaurant,asian,3.1471098,101.7084365
Cheese Potato,fast_food,N/A,3.1460611,101.7098855
Alzoaq,fast_food,kebab,3.1460033,101.7099301
Gen Yakiniku,restaurant,japanese,3.1476099,101.7069250
Unnamed,food_court,N/A,3.1429208,101.7178541
SoYoung Malaysia,restaurant,japanese,3.1428760,101.7178819
Grumpy Bagels,cafe,N/A,3.1456828,101.7162435
Tealive,cafe,tea;coffee_shop,3.1430640,101.7197411
Kapitan Bistro,restaurant,N/A,3.1457906,101.6958516
Fuiyoh! It's Uncle Roger,restaurant,asian,3.1352339,101.7220714
Jamaica Blue,cafe,coffee_shop,3.1449221,101.7044650
New Bhansaghar Restaurant,restaurant,nepali,3.1467271,101.6966510
Mixue,cafe,ice_cream;bubble_tea,3.1532834,101.5928427
Mil Toast,cafe,N/A,3.1479843,101.6176970
Restoran Al Wira Curry House,restaurant,indian,3.1447760,101.7055513
Jamun,restaurant,N/A,3.1323704,101.6296929
Chef Long Fish & Lamb Pot,restaurant,chinese,3.1430431,101.7154419
High Street Art Cafe,restaurant,N/A,3.1461390,101.6966581
Ola,cafe,N/A,3.1456627,101.6966973
VIP Kawan-kawan,restaurant,N/A,3.1456803,101.6970116
BHC Chicken,restaurant,chicken;korean,3.1492130,101.6170618
Nasi Kandar Al Safinah Maju,restaurant,N/A,3.1462681,101.6991231
Restoran Zayyar Beriani,restaurant,N/A,3.1462188,101.6992068
AR One International,restaurant,N/A,3.1461857,101.6975216
Noble Village,restaurant,N/A,3.1469135,101.7190807
Restoran Charis,restaurant,N/A,3.1468941,101.6973072
Restoran VIP Kawan-Kawan,restaurant,N/A,3.1468645,101.6973383
Restoran Dhaka Biryani,restaurant,N/A,3.1469198,101.6975103
Restoran Fatema,restaurant,N/A,3.1470235,101.6973840
Cumilla Restaurant & Biryani House,restaurant,N/A,3.1461372,101.6970956
Oochid Bistro,restaurant,N/A,3.1456076,101.6975762
Yi Pin Lao Hotpot BBQ,restaurant,N/A,3.1442888,101.6959810
Golden Rose,restaurant,N/A,3.1460135,101.6984682
AR One International,restaurant,N/A,3.1462419,101.6981602
Nando's,fast_food,N/A,3.1424605,101.7109195
Food court,food_court,N/A,3.1419533,101.7101512
Jue Kitchen - Pasta,restaurant,N/A,3.1427112,101.6984181
ZUS Coffee,cafe,coffee_shop,3.1469205,101.6186340
Monograph Dining,restaurant,N/A,3.1428053,101.6963845
Da Bao Restobar,restaurant,bao,3.1415265,101.6979023
Thollu Vandi,restaurant,N/A,3.1352907,101.6920301
Restoran Shrinivasa Bhavan,restaurant,N/A,3.1352548,101.6920512
Lawanya Food Corner,fast_food,N/A,3.1356267,101.6913487
Ministry of Crab,restaurant,sri_lankan,3.1412609,101.7073577
Hock Kee Kopitiam,restaurant,malaysian,3.1410507,101.7073336
as i am,restaurant,thai,3.1411674,101.7073155
Ting Shan,restaurant,chinese,3.1411013,101.7071489
Yorimichi Cafe,cafe,N/A,3.1446966,101.6962973
Jackson JR Stall,fast_food,N/A,3.1452504,101.6989383
Towzen,restaurant,japanese,3.1465745,101.6623366
Koppiku,cafe,coffee_shop,3.1516325,101.6656301
Nutty Apam Balik,fast_food,N/A,3.1444703,101.6964381
Blossom a Glassmansion,restaurant,western,3.1463892,101.7181481
Doña Bakehouse,restaurant,N/A,3.1442509,101.7199123
Dong Chao Yuan,restaurant,chinese,3.1459242,101.7183680
Annabell KL,restaurant,N/A,3.1443427,101.7198169
He Lee,restaurant,chinese,3.1449804,101.7153955
Ming Kee Cantonese,restaurant,chinese;cantonese,3.1450519,101.7153860
Ar Raaziq,restaurant,N/A,3.1442843,101.7154296
Zeteo,cafe,N/A,3.1423286,101.6978145
Wawafish,restaurant,N/A,3.1417429,101.6978847
Lo And Behold,restaurant,N/A,3.1416305,101.6978926
GUI GUI Korean Barbecue,restaurant,korean;barbecue,3.1415736,101.6978379
Golden Flower,restaurant,chinese;canadian,49.0612938,-81.0253367
The Steak Empire,restaurant,steak_house,3.1397581,101.7212708
Oversea Seafood KL,restaurant,seafood,3.1416950,101.7214795
Luckin Coffee,cafe,coffee_shop,3.1471542,101.6626850
Young Sanna Mee,restaurant,N/A,3.1534149,101.5913085
Nasi Kandar Umar,restaurant,N/A,3.1479041,101.7108007
Luna Kitchen,cafe,N/A,3.1431174,101.6966502
AIR MATA KUCING,fast_food,malaysian,3.1444898,101.6978190
Nongkrong Cafe,fast_food,N/A,3.1457535,101.7003006
Durian Brothers,cafe,N/A,3.1438775,101.7077980
Idris Mee Tarik,restaurant,N/A,3.1443288,101.7042255
Green Veggie,restaurant,N/A,3.1437221,101.6967034
Bites,restaurant,N/A,3.1452960,101.6993837
Big Mouth Bak Kut Teh,restaurant,N/A,3.1439136,101.6969166
Restoran New Sek Yuen,restaurant,N/A,3.1439211,101.6971452
Sister Chicken Rice,restaurant,N/A,3.1439173,101.6969514
Raijin Men,restaurant,noodle,3.1449909,101.6983391
Stellar Coffee,cafe,N/A,3.1448627,101.6984826
Le Petit Hamburg,restaurant,N/A,3.1449978,101.6981551
WEEEE by Welemon,restaurant,dessert,3.0774317,101.7424414
Chagee,cafe,bubble_tea,3.0902137,101.7428175
Mixue,cafe,ice_cream;bubble_tea,3.0899931,101.7431482
668 Restaurant,restaurant,N/A,3.1442291,101.6977399
Chan Thong Kee,restaurant,N/A,3.1445112,101.6982984
668 Food Centre,food_court,N/A,3.1445065,101.6985075
Heemo's Pizza,fast_food,N/A,3.1474205,101.5754874
Al-Kawthar Chinese Muslim Noodle Restaurant,restaurant,N/A,3.1479464,101.5743836
Arabica Middle Eastern Restaurant,restaurant,N/A,3.1477986,101.5747740
Zhu Guang Yu Hot Pot,restaurant,N/A,3.1441145,101.7060280
Super Matcha,cafe,matcha,3.1438195,101.7168984
Medan Selera Tempat Letak Kereta Bertingkat PA Seri Sabah,food_court,N/A,3.1165865,101.7262025
V3 Saigon Viet Cafe,restaurant,vietnamese,3.1275235,101.7297869
Radi Heart Resto Bar,restaurant,N/A,3.1435899,101.7056243
Baskbear Coffee,cafe,N/A,3.1430162,101.7197475
Lan Zhou Mee Tarik,fast_food,arab;malaysian,3.1449419,101.7075824
arest,cafe,N/A,3.1437035,101.7172116
Dapo L.A,restaurant,N/A,3.1237786,101.7268399
Unnamed,fast_food,N/A,3.1236126,101.7269114
Loong Kee,fast_food,N/A,3.1439812,101.6975967
WIP,restaurant,N/A,3.1427750,101.6668904
Roberto’s,restaurant,N/A,3.1427837,101.6670685
Huckleberry,restaurant,N/A,3.1428366,101.6673079
Merdeka Grill,restaurant,barbecue,3.1417171,101.7007387
Park Lounge,restaurant,western;asian,3.1416270,101.7007790
Murni Discovery,restaurant,malaysian,3.1426003,101.7051601
100 Years Nasi Lemak,restaurant,malaysian,3.1430627,101.7053424
Breakfast Spot,cafe,N/A,3.1435852,101.7048578
Angtara,restaurant,regional,3.1434384,101.7047768
Waaron Kuus,restaurant,N/A,3.1431470,101.6978829
Joy Food And Drink,fast_food,N/A,3.1426585,101.6977147
V8 Kitchens EXP,cafe,coffee_shop,3.1429483,101.6979014
Butter Kaya,restaurant,N/A,3.1436143,101.6978206
Restoran Farhaman,restaurant,N/A,3.1437821,101.6977884
Haypii Kopii,cafe,N/A,3.1432095,101.6976853
No 27,restaurant,N/A,3.1442374,101.6985620
