Name,Category,Cuisine,lat,lng
Suria FoodCourt,food_court,N/A,3.1127490,101.6679506
Restoran Chiew Soon,food_court,N/A,3.2062124,101.7334967
Starbucks,cafe,coffee_shop,3.1015326,101.6403656
Secret Recipe,fast_food,cake;malaysian,3.1047481,101.6469014
Subway,fast_food,sandwich,3.1045582,101.6473427
Starbucks,cafe,coffee_shop,3.1044673,101.6474530
Utara,restaurant,N/A,3.1040239,101.6407690
McDonald's,fast_food,burger,3.0999774,101.6430143
McCafé,cafe,coffee_shop,3.0999459,101.6430395
The Alley,cafe,bubble_tea,3.2045254,101.7365697
Secret Recipe,fast_food,cake;malaysian,3.1000813,101.6455413
Wok It,restaurant,N/A,3.1280705,101.6785915
He & She Coffee,cafe,coffee_shop,3.1583434,101.7012301
KFC,fast_food,chicken,3.1597669,101.6998636
Uncle Don's,restaurant,N/A,3.1594933,101.7007108
MOS Burger,fast_food,burger,1.3589571,103.7520798
Starbucks,cafe,coffee_shop,3.1191988,101.6740676
Light Capture,cafe,N/A,3.1470874,101.6964416
Secret Recipe,fast_food,cake;malaysian,3.1465137,101.6957660
GEM Restaurant,restaurant,indian,3.1324172,101.6874178
Pizza Hut,restaurant,pizza,3.1773755,101.7385302
Tealive,cafe,tea;coffee_shop,3.1773664,101.7387310
Starbucks,cafe,coffee_shop,3.1131567,101.6653664
KFC,fast_food,chicken,3.1072873,101.6399379
Raw Kitchen Hall,restaurant,N/A,3.1442195,101.6964684
Brew & Bread,cafe,N/A,3.1599849,101.7168490
Happy Sambodi,restaurant,N/A,3.1482274,101.6976858
Isetan Food Market,food_court,N/A,3.1575115,101.7131314
Silva’s Curry House,restaurant,N/A,3.0815878,101.5910090
Nasi Kandar Rasmeena,restaurant,N/A,3.1281193,101.6792333
Happy Hawkers,food_court,N/A,1.4055552,103.9120150
Fathima,restaurant,N/A,3.1276020,101.6775530
One Punggol Hawker Centre,food_court,N/A,1.4081893,103.9050580
ROTI By d'Tandoor,restaurant,indian;roti,3.1632492,101.7248448
Mamu Heritage,restaurant,indian,3.1306673,101.6831676
President Curry House,restaurant,N/A,3.1511773,101.6958946
Food Court - Wisma BSN,food_court,N/A,3.1576921,101.7100444
Tealive,cafe,tea;coffee_shop,3.1469975,101.6960343
McDonald's,fast_food,burger,3.1570893,101.7112182
Pak Ya Grill Steakhouse (Cheap and Tasty),cafe,N/A,3.1760693,101.7376311
Jamboo,cafe,N/A,3.1490357,101.6979719
"Nosh, Tipple & Brew",cafe,N/A,3.1502496,101.6980340
Kenny Hills Bistro,cafe,N/A,3.1585626,101.7139021
Thai Bro,restaurant,thai,3.1568488,101.7004174
Queen B,restaurant,indian,3.1569014,101.7004305
Woo Pin 45 Kamunting,restaurant,noodle,3.1574207,101.7005928
Kingu Kongu,restaurant,korean,3.1578610,101.7008842
103 Coffee,cafe,N/A,3.1578645,101.7008259
Osteria Gamberoni,restaurant,italian,3.1578645,101.7004523
Kooky Plate,restaurant,N/A,3.1576739,101.7004075
Heritage Pizza KL,restaurant,pizza,3.1575604,101.6995661
Kwong Cheung Loong,cafe,N/A,3.1577784,101.6995832
Yarl,restaurant,sri_lankan,3.1574590,101.6995649
Bricks and Bread KL,restaurant,breakfast,3.1570675,101.7001789
Wagyu Master Malaysia,restaurant,japanese,3.1569717,101.7001506
Restoran Al Rizwan,restaurant,N/A,3.1498720,101.6971959
Burger King,fast_food,burger,3.1497162,101.6970109
RK Nabilaa Maju,restaurant,N/A,3.1298101,101.6805721
Unnamed,fast_food,N/A,3.1521937,101.6943274
Common Grind,cafe,N/A,3.1580265,101.6995380
Samudra Patin,restaurant,N/A,3.1602651,101.7023632
Restoran Kak Yah,restaurant,N/A,3.1606901,101.7021307
Mee Tarik Jalan Sultan,restaurant,chinese,3.1428928,101.6985779
Cafe : In House,cafe,N/A,3.1589302,101.7050110
MTR 1924,restaurant,indian,3.1315765,101.6873811
ZUS Coffee,cafe,coffee_shop,3.1485676,101.6970139
Tealive,cafe,tea;coffee_shop,3.1484180,101.6971635
Anak Baba @ Brickfields,restaurant,N/A,3.1328085,101.6901846
La Terrazu,cafe,N/A,3.1535225,101.6949011
Niko Neko Matcha 2.0 (Chinatown),cafe,N/A,3.1428009,101.6964143
Flaon,cafe,N/A,3.1436231,101.6966836
Jamaica Blue,cafe,coffee_shop,3.1138274,101.6654001
Food City,food_court,N/A,3.1135766,101.6653115
Subway,fast_food,sandwich,3.1137118,101.6630904
Luciano's Italian Street Food,restaurant,italian,3.1583748,101.7150572
Warung Wok,restaurant,N/A,3.1582978,101.7150958
Nasi Kandar Ibramsha,restaurant,N/A,3.1527239,101.6961912
KFC,fast_food,chicken,3.1273496,101.6784935
Mixue,cafe,ice_cream;bubble_tea,3.1456147,101.6958690
OldTown White Coffee,cafe,coffee_shop;malaysian,3.1197078,101.6741660
Boost,cafe,N/A,3.1620646,101.7200211
Salad Atelier,restaurant,N/A,3.1611026,101.7203421
Sala,cafe,N/A,3.1596972,101.7137104
4Fingers Crispy Chicken,fast_food,chicken,3.1986821,101.7421270
Hometown Hainan Coffee,cafe,N/A,3.1595162,101.7005300
Nasi Kalut Jitra Mai,restaurant,N/A,3.1575596,101.7011414
Sangeetha,restaurant,N/A,3.1524818,101.6970072
Manten Omakase,restaurant,japanese,3.1609281,101.7129334
Citarassa Cafe,restaurant,N/A,3.1612617,101.7001400
Madia Ikan Singgang,restaurant,N/A,3.1611161,101.7012096
Yun Xiang Mee Tarik,restaurant,N/A,3.1450092,101.6986786
Chinatown Cendol,restaurant,N/A,3.1425897,101.6981993
San Francisco Coffee,cafe,N/A,3.1278397,101.6783469
Lala Lok Lok,restaurant,N/A,3.1430165,101.6987413
Dunkin',fast_food,donut;coffee_shop,3.1038528,101.6455447
Taste Of Mumbai Haji Ali,restaurant,N/A,3.1517684,101.6968066
Abjen Mamak Kitchen,restaurant,indian,3.1518815,101.6972430
Unnamed,food_court,N/A,3.1529886,101.6975060
Sangeetha Vegetarian Restaurant,restaurant,N/A,3.1525133,101.6969921
ABC Bistro Cafe,restaurant,N/A,3.1521364,101.6976399
Karaikudi Chettinadu,restaurant,N/A,3.1534851,101.6980116
Adyar Ananda Bhavan,restaurant,N/A,3.1534599,101.6977060
Indian Spices Village,restaurant,N/A,3.1522963,101.6974949
ZUS Coffee,cafe,coffee_shop,3.1448903,101.6958329
Dayang Ros Cafe & Flower Boutique,cafe,N/A,3.1449142,101.6965181
Gong Cha,cafe,bubble_tea,3.1499215,101.6965691
Yan Wo Seafood Restaurant,restaurant,seafood,3.2014322,101.5931430
Restoran Charis,restaurant,N/A,3.1465809,101.6976636
Restoran Kawan Kawan,restaurant,N/A,3.1474763,101.6969353
Al Handa Ceylon Tea,restaurant,N/A,3.1527582,101.6981872
Hotel De’Grand Orchad,restaurant,N/A,3.1528199,101.6979332
Deen’s Samosa,fast_food,N/A,3.1527957,101.6975760
Nadia VegeCafe,restaurant,N/A,3.1280026,101.6832173
Luck Bros Kopi,restaurant,N/A,3.1413755,101.6974117
Nammaveedu Vasanta Bhava,restaurant,curry;indian,3.1317459,101.6874984
Selly’s Corner,restaurant,N/A,3.1494365,101.6985398
Khalid’s Biriyani,restaurant,N/A,3.1512995,101.6979391
"Ali, Muthu & Ah Hock",restaurant,N/A,3.1562183,101.7000910
Sup Haji Abu,restaurant,N/A,3.1563386,101.6998837
US Pizza,fast_food,pizza,3.1566077,101.6988785
Restoran Kari Kepala Ikan Dang Wangi,restaurant,N/A,3.1560044,101.7004809
Noor’s Makan,restaurant,N/A,3.1565837,101.6989323
Restoran Sup Al-deen,restaurant,N/A,3.1559052,101.7009867
Restoran Alam Berkat,restaurant,N/A,3.1566845,101.6994350
Seema Seafood,restaurant,N/A,3.1559971,101.7010264
Dapor Che Senah,restaurant,N/A,3.1561139,101.7010720
Thong Kee,restaurant,malaysian,3.1083990,101.6226539
LaGula By The Hungry Tapir,cafe,N/A,3.1410523,101.6979269
Salt And Pepper,restaurant,N/A,3.1590703,101.6979236
KK Seafood,restaurant,chinese,3.1983302,101.5906460
Silver Town Restaurant 银都茶餐厅,restaurant,chinese,3.1986393,101.5922189
Uncle Lim’s,restaurant,malaysian,3.1092278,101.6220679
JV Bistro,restaurant,N/A,3.1550378,101.6994353
Hong Ngek Restaurant,restaurant,N/A,3.1484611,101.6977152
Domino's,fast_food,pizza,3.1557976,101.7003250
Magpie Garden Cafe,cafe,N/A,3.1551550,101.7006393
SS Spicy Food,restaurant,N/A,3.1389550,101.6979968
Transparent Coffee,cafe,N/A,3.1386170,101.6973266
After One Kuala Lumpur,cafe,N/A,3.1618625,101.7134088
Sri Visalatchis,restaurant,N/A,3.1490146,101.6974506
4Fingers Crispy Chicken,fast_food,chicken,3.1489817,101.6966514
Tealive,cafe,tea;coffee_shop,3.0844062,101.5835643
Pizza Hut,restaurant,pizza,3.1072524,101.6400593
Kiseki,restaurant,N/A,3.1576520,101.7005682
El Cero,restaurant,N/A,3.1576526,101.7006175
Molina,restaurant,N/A,3.1584037,101.7046635
Kheng Wah,restaurant,chinese,3.1142667,101.6117071
ZUS Coffee,cafe,coffee_shop,3.1147296,101.6113199
Lubuk Bangku,restaurant,N/A,3.1316326,101.6779438
Domino's,fast_food,pizza,3.1451380,101.6986716
Florentine,restaurant,N/A,3.1585964,101.6995600
Cheevit Cheeva,cafe,ice_cream;dessert;thai,3.1579272,101.6995788
Takebayashi,restaurant,N/A,3.1583184,101.6995665
Dominic,restaurant,N/A,3.1584065,101.6995664
Olea,restaurant,N/A,3.1577177,101.6995865
Aisyah Corner Nasi Campur,restaurant,N/A,3.1580892,101.7011762
Restoran Mahbub,restaurant,malaysian;indian,3.1969181,101.5937915
Tam's Burger-Stor B,fast_food,burger,3.1980483,101.5942738
DB Sajian Warisan,restaurant,malaysian,3.1983368,101.5976346
Hamzah Bistro,restaurant,malaysian;indian,3.1984434,101.5942829
Restoran Sahib Maju,restaurant,malaysian;indian,3.1976399,101.5940244
The Cat Who Bakes,cafe,N/A,3.1980944,101.5962130
The Gopis,restaurant,malaysian,3.1981047,101.5965114
Domino's,fast_food,pizza,3.1974271,101.5939656
Jom Chá,cafe,N/A,3.1980885,101.5963131
Motta Maadi,restaurant,indian,3.1567903,101.7004088
Shugo Sushi Bar,restaurant,sushi,3.1578683,101.7009427
The Qing,restaurant,N/A,3.1571548,101.7002079
White Black Kampong,restaurant,N/A,3.1567033,101.7003947
Unnamed,restaurant,N/A,3.1573961,101.7002577
Restoran Warisan,restaurant,N/A,3.1603073,101.7018659
AoOo Melbourne CAFE,restaurant,N/A,3.1434623,101.6968401
Kejap Food,fast_food,N/A,3.1774275,101.7372685
Tea Thambi,cafe,N/A,3.1485075,101.6974267
Kak Zah Ikan Singgang,restaurant,N/A,3.1602235,101.6986716
Wan Mad Ikan Singgang,restaurant,N/A,3.1602223,101.6987588
Selera Ramai Ikan Singgang,restaurant,N/A,3.1602073,101.6988493
Salai-Salai,restaurant,N/A,3.1600786,101.7022593
Ngopi Ngeteh Cafe,restaurant,N/A,3.1593476,101.7020520
Shiha Zikir Nasi Ayam,restaurant,N/A,3.1611625,101.7006565
Selera Ramai Ikan Singgang,restaurant,N/A,3.1604389,101.7013594
Mia Seafood,restaurant,N/A,3.1607991,101.7000009
The Coffee Bean & Tea Leaf,cafe,coffee_shop,3.1572992,101.7204556
Unnamed,restaurant,N/A,3.1518980,101.6985701
Ocam Artisan,cafe,N/A,3.1498818,101.6968325
Evolution,restaurant,italian,3.1572552,101.7049392
Restoran Gembira Mayang Jaya,food_court,N/A,3.1154208,101.6042896
Restoran Mayang Jaya,food_court,N/A,3.1164095,101.6042930
Uncle Lim Delivery PJ (SeaPark),restaurant,malaysian;malay;indonesian;chinese;delivery,3.1086061,101.6236467
Din Sun Kopitiam,cafe,N/A,3.1431636,101.6964682
Makamakan,restaurant,N/A,3.1430564,101.6964513
Karaikudi Chettinadu,restaurant,N/A,3.1491214,101.6973103
Pappadom,restaurant,N/A,3.1494907,101.6977077
Hide,restaurant,N/A,3.1567108,101.7060822
McDonald's,fast_food,burger,3.2016235,101.7338709
Black Canyon,cafe,coffee_shop,3.2017204,101.7339731
KFC,fast_food,chicken,3.2017888,101.7340832
Lura,cafe,N/A,3.1605644,101.7184163
Cafe Mesra,cafe,N/A,3.1608641,101.7180533
BLVCK Coffee,cafe,N/A,3.1606416,101.7182629
John Burger,fast_food,burger,3.1323235,101.6881957
Restoran Teratak Desa Kayangan,restaurant,malaysian;thai,3.1323149,101.6884013
Junior Kupanna,restaurant,N/A,3.1499211,101.6977770
PIDEZZA,restaurant,italian_pizza;turkish,3.1136934,101.6632823
Bisou Bake Shop,cafe,N/A,3.1596957,101.7210156
Gigi Coffee,cafe,N/A,3.1605621,101.7183315
Monster A Garden Cafe,cafe,N/A,3.1434479,101.6985506
Dodoo Kitchen,restaurant,N/A,3.1432405,101.6966610
MyBolehBoleh,cafe,N/A,3.1424558,101.6982093
Restoran Pik Wah,restaurant,N/A,3.1415614,101.6980604
Burger King,fast_food,burger,3.1338253,101.6864476
I Love Yoo!,restaurant,chinese;dessert;pastries,3.1980002,101.7420328
KFC,fast_food,chicken,3.1177504,101.6775734
BananaBro,restaurant,malaysian,3.1983047,101.7409874
Bean Jr.,restaurant,dessert;snack,3.1187331,101.6772357
Three Little Coconut,cafe,juice;dessert,1.4082432,103.9052920
Dewakan,restaurant,fine_dining;malaysian,3.1547191,101.7185049
Restoran Wang Chuang,restaurant,chinese,3.2055042,101.7332889
Dunkin',fast_food,donut;coffee_shop,3.1605667,101.7185071
Kaffe 16,cafe,N/A,3.1416978,101.6971740
Meat Feds,restaurant,N/A,3.1060874,101.6254676
Feng Hotpot,restaurant,N/A,3.1060972,101.6255354
Double Three Mixed Rice,restaurant,N/A,3.1060827,101.6256118
Curry Shokudo,restaurant,N/A,3.1060986,101.6253966
One Half,cafe,N/A,3.1061238,101.6249942
Dunkin',fast_food,donut;coffee_shop,3.1190251,101.6730047
Burger King,fast_food,burger,3.1180594,101.6769693
McDonald's,fast_food,burger,3.1162656,101.6765894
Pak Abu,restaurant,N/A,3.1160763,101.6686357
ET,restaurant,N/A,3.1603746,101.7040065
Kedai Mak Fitri,restaurant,N/A,3.1604928,101.7038320
Oshie,restaurant,N/A,3.1613829,101.7032300
Kampung Attap Corner,restaurant,N/A,3.1386461,101.6969564
Timothy,restaurant,breakfast;coffee_shop;pasta,3.1489119,101.6981113
Nasi Ayam Mat Sup,restaurant,N/A,3.1991806,101.5922732
Big Apple,fast_food,donut,3.1964974,101.5929385
Iskandar Bistro,restaurant,N/A,3.1995291,101.5925344
ZUS Coffee,cafe,coffee_shop,3.1969690,101.5938120
Mapley Banana Leaf,restaurant,N/A,3.1970541,101.5934530
Cendol Hawa,fast_food,N/A,3.1956342,101.5916705
Warung Singgah Saudara,restaurant,N/A,3.1607803,101.7044715
San Francisco Coffee,cafe,N/A,3.1600536,101.7172726
8055 Coffee: H S Lee,cafe,N/A,3.1485924,101.6978284
Laguna,restaurant,N/A,3.1490159,101.6985932
Korean Daorae,restaurant,korean,3.0480545,101.5860615
Restoran Al-Ehsan,restaurant,N/A,3.1069621,101.6253019
Ahma Kopi,cafe,N/A,3.1571809,101.7010209
Big Boss HSP,fast_food,N/A,3.1493889,101.6982952
Sunbather Coffee,cafe,N/A,3.1419831,101.6971865
Oh Yeah Banana Leaf,restaurant,N/A,3.1311952,101.6860852
Sang Kee Restaurant,restaurant,noodle,3.1465807,101.6970818
Gerai Makanan Sai Kee,restaurant,chinese,3.1437778,101.6981836
Cilantro,restaurant,N/A,3.1568984,101.7230082
Shhhbuuuleee,restaurant,N/A,3.1449130,101.6984796
Oloiya,fast_food,N/A,3.1445155,101.6983573
Koong Woh Tong,fast_food,tea,3.1425994,101.6977245
Bingxue,cafe,ice_cream;bubble_tea,3.1451387,101.6973655
KathyAbu Cafe,cafe,N/A,3.1568312,101.7222893
Thalappakatti,restaurant,indian,3.1322904,101.6872664
Nando's,restaurant,chicken;portuguese,3.0822137,101.5851866
Adyar Ananda Bhavan,restaurant,indian,3.1293032,101.6843167
Nachiyar,restaurant,indian,3.1282737,101.6834806
Amman Mess,restaurant,N/A,3.1302663,101.6852737
Wong Mee Coffee Stall,cafe,coffee_shop,3.1440589,101.6961638
Wan Tan Mee Food Stall,fast_food,chinese,3.1441610,101.6981136
Doplohtiga,cafe,burger,3.1608638,101.7181381
Mamak Cafe,restaurant,malaysian;south_indian,3.1324810,101.6902046
KFC,fast_food,chicken,3.1110503,101.5871074
Tealive,cafe,tea;coffee_shop,3.1430028,101.6952968
Starbucks,cafe,coffee_shop,3.1164959,101.6762697
The Mesh,restaurant,malaysian;chinese;indian;western,3.1573818,101.7057055
Sichuan Kitchen,restaurant,chinese,3.1574495,101.7057507
Restoran Hening,restaurant,N/A,3.1652465,101.7195291
Pucks Coffee,cafe,N/A,3.1436365,101.6969443
Chettinad Mess,restaurant,N/A,3.1496009,101.6978225
Unnamed,restaurant,N/A,3.1498220,101.6978828
Restoran Ping Wah,restaurant,N/A,3.1069845,101.6239481
Broom,cafe,N/A,3.1061428,101.6246635
Restoran Grandpa,restaurant,N/A,3.1067287,101.6249677
Kantata,cafe,N/A,3.1381477,101.6971818
Tommy Le Baker,cafe,N/A,3.1379588,101.6971956
Box KL,cafe,N/A,3.1479707,101.6976151
Sri Ganesa,restaurant,N/A,3.1431856,101.6966421
Kopi Saigon,cafe,N/A,3.1477174,101.6978236
1 Chopati,restaurant,N/A,3.1773039,101.7368634
Azhar Station,restaurant,N/A,3.1771409,101.7367810
Meraki Jelatek,cafe,N/A,3.1770739,101.7367506
Ayam Gepuk Pak Gembus,restaurant,N/A,3.1773629,101.7386577
Kedai Ayamas,cafe,N/A,3.1769673,101.7387502
Mixue,cafe,ice_cream;bubble_tea,3.1337987,101.6872469
Mixue,cafe,ice_cream;bubble_tea,3.1133664,101.6654084
Gloria Jean's,cafe,coffee_shop,3.1125848,101.6684956
1901,fast_food,N/A,3.1125834,101.6684381
Yew Yew Coffee,cafe,N/A,3.1434496,101.6987360
Umi Omakase,restaurant,N/A,3.1116142,101.6681715
O’Briens,fast_food,sandwich,3.1118895,101.6676526
Al Amber,restaurant,N/A,3.1597499,101.7110150
Gravy Baby,restaurant,N/A,3.1279749,101.6757555
Sagar,restaurant,N/A,3.1276530,101.6760030
Concubine KL,restaurant,chinese;malaysian,3.1417131,101.6975608
Kee Nguyen,cafe,coffee_shop,3.1127510,101.6678461
Ní Kizoku,restaurant,japanese,3.1430666,101.6987828
Starbucks,cafe,coffee_shop,3.1272903,101.6777801
Salam Noodles,restaurant,N/A,3.1282510,101.6782608
Mithra’s Spices,restaurant,N/A,3.1285280,101.6788837
The Coffee Bean & Tea Leaf,cafe,coffee_shop,3.1330634,101.6873885
HaI Kah Lang,restaurant,seafood,3.1086207,101.6245765
TGI Fridays,restaurant,american,3.1583750,101.7124582
The Canteen Room,cafe,N/A,3.1617497,101.7117551
Broasted Chicken King,restaurant,chicken,3.1753676,101.7350212
Cafe Mesra,cafe,N/A,3.1127520,101.6676366
Guan's,cafe,N/A,3.1109073,101.6033466
Kafe Seni,cafe,N/A,3.1133618,101.6666711
An Nam Lush,restaurant,N/A,3.1132480,101.6654244
Kubis & Kale,restaurant,N/A,3.1131902,101.6650507
Majran Baru Narsingdi Restaurant,restaurant,N/A,3.1473451,101.6972772
Komune Cafe,cafe,N/A,3.1142273,101.6653250
Burger King,fast_food,burger,3.1133451,101.6626741
Mixue,cafe,ice_cream;bubble_tea,3.1597538,101.7109303
Neu Xinmin Vegetarian Restaurant,restaurant,chinese,3.1325762,101.6883898
Undisclosed Location,restaurant,malaysian;mexican,3.1098059,101.6033775
Bombay Talkies,restaurant,indian,3.1330428,101.6879960
Pu Xian Wei Restaurant,restaurant,chinese,3.1326652,101.6884843
Saleem Generation (stall),fast_food,burger,3.1323130,101.6883612
Al Safina,restaurant,arab,3.1628157,101.7373399
San Francisco Coffee,cafe,coffee_shop,3.1116177,101.6674387
Restoran Munah,restaurant,N/A,3.1121082,101.6625232
The Chicken Rice Shop,fast_food,malaysian;chicken_rice,3.1129650,101.6626203
Warung Saffnur,restaurant,N/A,3.1122117,101.6629208
Kerinchi Food Corner,restaurant,N/A,3.1123584,101.6626329
Caffeine Craft,cafe,N/A,3.1122606,101.6625834
Restoran Nabila Corner,restaurant,N/A,3.1168475,101.6676358
Selera D’Kerinchi,food_court,N/A,3.1130849,101.6635763
Ayam Goreng Kunyit Atok Chan,restaurant,N/A,3.1129279,101.6634968
Ayam Gepuk Pak Gembus,restaurant,N/A,3.1297640,101.6805386
San Francisco Coffee,cafe,N/A,3.1137311,101.6627833
Hulu,cafe,coffee_shop,3.1142658,101.6632150
Hipster Corner,food_court,N/A,3.1210986,101.6733082
ZUS Coffee,cafe,coffee_shop,3.1568627,101.7223539
Home Secrets Cafe,restaurant,N/A,3.1151145,101.6688026
Kafe Stars,restaurant,N/A,3.1151158,101.6687632
The Servery,restaurant,N/A,3.1151351,101.6683860
Big Tree,food_court,N/A,3.1596037,101.7186458
Boost,fast_food,juice,3.1161069,101.6661891
Gajaa at 8,restaurant,indian,3.1281293,101.6756120
Su Xiang Ji,cafe,N/A,3.1424536,101.6972895
Barra,restaurant,N/A,3.1408071,101.6981028
The Hideout @ Petaling,restaurant,N/A,3.1409070,101.6980920
Pusat Penjaja,food_court,N/A,3.1165546,101.6662637
ZUS Coffee,cafe,coffee_shop,3.1153820,101.6676230
Gloria Jean's,cafe,coffee_shop,3.1607801,101.7180813
Sri Idaman Corner,restaurant,N/A,3.1433076,101.6958215
Coralz,cafe,N/A,3.1526559,101.7162370
Poolside Bistro,restaurant,N/A,3.1525253,101.7161448
Roselle Coffee House,restaurant,N/A,3.1524145,101.7161873
UMI,restaurant,japanese,3.1523526,101.7161288
Chagee,cafe,bubble_tea,3.1426784,101.6971151
Pak Ya,restaurant,N/A,3.1163386,101.6679441
Tree Steak House,restaurant,N/A,3.1656978,101.7328780
Qasioo Kitchen,restaurant,rice;indonesian,3.1356147,101.6883363
Gurney's Flavour,restaurant,N/A,3.1357288,101.6880660
La Rica,restaurant,N/A,3.1357844,101.6880967
Salad Atelier,restaurant,salad,3.1356640,101.6882203
Mixue,cafe,ice_cream;bubble_tea,3.1605696,101.7185916
Raflia Vietnam Coffee,cafe,coffee_shop,3.1145698,101.6621452
HWC Coffee,cafe,coffee_shop,3.1481054,101.6960021
Dua Darjat,cafe,coffee_shop,3.1463795,101.6953554
Taste Of Medan,restaurant,N/A,3.1464307,101.6953481
Pak Jen,restaurant,N/A,3.1465000,101.6953330
Makan Buzz,fast_food,N/A,3.1473800,101.6950310
Luckin Coffee,cafe,coffee_shop,3.1472816,101.6943538
Blob,cafe,bubble_tea,3.1464462,101.6957621
Plan B Roasters,cafe,coffee_shop,3.1478253,101.6970122
Al Baik,restaurant,N/A,3.1456233,101.6984123
Satha’s Corner,fast_food,N/A,3.1478103,101.6971823
Zada Cafe,cafe,N/A,3.1441135,101.6955674
Lai Fong Lala Noodles,restaurant,N/A,3.1445988,101.6987064
Mixue,cafe,ice_cream;bubble_tea,3.1973322,101.5939234
Mountbatten,cafe,breakfast,3.1482572,101.6976534
Unnamed,fast_food,N/A,3.1490145,101.6971976
Team Udon,restaurant,N/A,3.1488446,101.6977952
Sangeetha,restaurant,N/A,3.1491338,101.6975732
Pusat Penjaja Lebuh Ampang,food_court,N/A,3.1494520,101.6975092
Mixue,cafe,ice_cream;bubble_tea,3.1080637,101.6244901
The Original Vadai,fast_food,N/A,3.1479450,101.6976392
Unnamed,fast_food,N/A,3.1478868,101.6974767
Hometown Hainan Coffee,restaurant,N/A,3.1566161,101.7031436
Kami Shabu Shabu,restaurant,N/A,3.1539481,101.7009214
Wako Sushi Omakase,restaurant,N/A,3.1540143,101.7009865
ZUS Coffee,cafe,coffee_shop,3.1033392,101.6388324
ZUS Coffee,cafe,coffee_shop,3.1129327,101.6628414
Kapitan Bistro,restaurant,N/A,3.1457906,101.6958516
Restoran Lohojong Bikrampur,restaurant,N/A,3.1472230,101.6971865
Restoran Jannati & Jinnati,restaurant,N/A,3.1472893,101.6971873
New Bhansaghar Restaurant,restaurant,nepali,3.1467271,101.6966510
Restoran Bandariya,restaurant,N/A,3.1491490,101.6983334
Piccadilly Cafe,cafe,N/A,3.1481870,101.6977308
Sami’s Corner,fast_food,N/A,3.1323203,101.6873969
Restoran Chong Kwee Foong,restaurant,N/A,3.1485212,101.6977749
Hot Bowl Cafe,restaurant,N/A,3.1491844,101.6988190
Hj. Mustaffa Ha,restaurant,N/A,3.1487784,101.6984658
Yong Leong Restaurant,restaurant,N/A,3.1482656,101.6980754
Redoor Coffee,cafe,coffee_shop,3.1487498,101.6987019
Xinjiang Hamimu,restaurant,N/A,3.1486252,101.6986104
High Street Art Cafe,restaurant,N/A,3.1461390,101.6966581
Ola,cafe,N/A,3.1456627,101.6966973
VIP Kawan-kawan,restaurant,N/A,3.1456803,101.6970116
Laman Baginda,food_court,N/A,3.1596101,101.7021108
Style,restaurant,N/A,3.1583534,101.7047706
Nasi Kandar Al Safinah Maju,restaurant,N/A,3.1462681,101.6991231
Restoran Zayyar Beriani,restaurant,N/A,3.1462188,101.6992068
AR One International,restaurant,N/A,3.1461857,101.6975216
Chow Kit Branch,restaurant,N/A,3.1566640,101.7000110
Restoran Charis,restaurant,N/A,3.1468941,101.6973072
Restoran VIP Kawan-Kawan,restaurant,N/A,3.1468645,101.6973383
Restoran Dhaka Biryani,restaurant,N/A,3.1469198,101.6975103
Restoran Fatema,restaurant,N/A,3.1470235,101.6973840
Cumilla Restaurant & Biryani House,restaurant,N/A,3.1461372,101.6970956
Restoran Hijas,restaurant,N/A,3.1135790,101.6619871
Oochid Bistro,restaurant,N/A,3.1456076,101.6975762
Yi Pin Lao Hotpot BBQ,restaurant,N/A,3.1442888,101.6959810
Golden Rose,restaurant,N/A,3.1460135,101.6984682
AR One International,restaurant,N/A,3.1462419,101.6981602
SOI 55 THAI KITCHEN (Yap Kwan Seng),restaurant,N/A,3.1629660,101.7150155
Delhi Royale,restaurant,indian,3.1628712,101.7148547
Chaoyang,restaurant,N/A,3.1628057,101.7147266
Medium,cafe,coffee_shop,3.1270761,101.6766841
Jue Kitchen - Pasta,restaurant,N/A,3.1427112,101.6984181
Monograph Dining,restaurant,N/A,3.1428053,101.6963845
Da Bao Restobar,restaurant,bao,3.1415265,101.6979023
ZUS Coffee,cafe,coffee_shop,3.1588164,101.7174347
Lawanya Food Corner,fast_food,N/A,3.1356267,101.6913487
Yorimichi Cafe,cafe,N/A,3.1446966,101.6962973
Jackson JR Stall,fast_food,N/A,3.1452504,101.6989383
‘Q’ Cafe,restaurant,N/A,3.1520025,101.6943748
Silverfox Cafe,cafe,N/A,3.1573341,101.6998209
AllAce,restaurant,burger;chicken,3.2052491,101.7330341
Nutty Apam Balik,fast_food,N/A,3.1444703,101.6964381
Unnamed,restaurant,chinese,3.1562015,101.7001202
Starbucks,cafe,coffee_shop,3.1561325,101.7052469
Tandoor Grill Restaurant,restaurant,N/A,3.1563199,101.7053042
Mixue,cafe,ice_cream;bubble_tea,3.1281149,101.6788622
Deen Corner,fast_food,N/A,3.1498650,101.6985127
Scott Matrix Cafe,restaurant,N/A,3.1333742,101.6923583
Petite Paris,cafe,N/A,3.1630991,101.7144348
Maru,cafe,N/A,3.1596425,101.7175622
Zeteo,cafe,N/A,3.1423286,101.6978145
Wawafish,restaurant,N/A,3.1417429,101.6978847
Lo And Behold,restaurant,N/A,3.1416305,101.6978926
GUI GUI Korean Barbecue,restaurant,korean;barbecue,3.1415736,101.6978379
Ai-CHA,cafe,ice_cream;bubble_tea,2.9952293,101.5742121
