ID,Name,Category,Subcategory,lat,lng,Nearest Station,Distance (m)
KA0250,Leaf & Co,Food,Cafe,3.1429152,101.6987455,KG16 Pasar Seni,278.2
KA0251,Warung Wok,Food,Restaurant,3.136207,101.6908704,KG15 Muzium Negara,405.8
KA0252,Vishal Food & Catering,Food,Restaurant,3.135211,101.6920878,KG15 Muzium Negara,569.3
KA0253,Greyhound Cafe,Food,Cafe,3.1469634,101.7120323,MR6 Bukit Bintang,116.3
KA0254,Walter Food Court,Food,Cafe,3.1539686,101.5955352,KG07 Surian,526.6
KA0255,Hawker Center,Food,Food Court,3.144631,101.7112082,MR6 Bukit Bintang,163.2
KA0256,Resepi Ayah,Food,Fast Food,3.1452388,101.6979244,KG16 Pasar Seni,362.4
KA0257,Kenny Rogers Roasters,Food,Fast Food,3.1428401,101.710976,MR6 Bukit Bintang,363.9
KA0258,Unnamed,Food,Fast Food,3.1482372,101.7097216,KG18A Bukit Bintang,238.3
KA0259,Koon Kee Wan Tan Mee,Food,Fast Food,3.1443268,101.697933,KG16 Pasar Seni,279.9
KA0260,Mohamed Nazar Curry House,Food,Restaurant,3.1462916,101.7136845,MR6 Bukit Bintang,245.8
KA0261,Restoran Han Kee,Food,Restaurant,3.143189,101.6985691,KG16 Pasar Seni,267.2
KA0262,Restoran Pik Wah,Food,Restaurant,3.1430023,101.7003727,KG17 Merdeka,202.4
KA0263,Poppo Kanteen,Food,Restaurant,3.0894754,101.7427989,KG25 Taman Mutiara,335.8
KA0264,Yellow Brick Road,Food,Cafe,3.1496178,101.6615059,KG14 Semantan,453
KA0265,CMCR Kuala Lumpur,Food,Cafe,3.1397698,101.6303033,KG10 Taman Tun Dr Ismail,420.5
KA0266,Old KL Train Station,Culture,Attraction,3.1397613,101.6933554,KJ14 Pasar Seni,368.1
KA0267,Ben’s,Food,Cafe,3.1490455,101.7124945,KG18A Bukit Bintang,339.6
KA0268,Clay Pot Street Food,Food,Fast Food,3.1443937,101.6986453,KG16 Pasar Seni,341.6
KA0269,Ben’s General Food Store,Food,Cafe,3.1339615,101.6298297,KG10 Taman Tun Dr Ismail,256.6
KA0270,Ours Eatery,Food,Cafe,3.1458222,101.6619516,KG13 Pusat Bandar Damansara,286.9
KA0271,Mighty Monster,Food,Cafe,3.1346315,101.7232414,KG21 Cochrane,240.8
KA0272,The Fish Bowl,Food,Cafe,3.145973,101.6621355,KG13 Pusat Bandar Damansara,300.9
